url,title,description,text,PSA_Score
https://accounts.ecitizen.go.ke/en,Home · Government of Kenya services simplified,"Government of Kenya online portal offers 16,000+ services from 100+ Ministries, Counties, Departments, and Agencies. Manage all your govt records in one place.","Government of Kenya services
            simplified 
            All your government records
            unified
          
        The single point of access for all government services
Enjoy the convenience. Get information about government online services and make applications quickly and easily.
- One Log-in, all government services
- All you need is one account. Citizens and residents can register with an ID number
- A single unified citizen's profile
- Your information as a citizen or resident from across government will be accessible through your profile
- Convenient service access
- Search, apply and pay for services online, receive progress notifications and access all your downloads in one place",8
https://dis.ecitizen.go.ke/,Welcome,Directorate of Immigration,"The Directorate of Immigration Services is a Directorate under the Ministry of Interior and Coordination of National Government. It is charged with the responsibility of issuance of Passports and other Travel Documents, Regulation of Entry and Exit from the country, Foreign Nationals Management and Registration of Kenyan Citizenship.
Apply for our services and pay using mobile money. After completing the application print the resulting document and get what you need at ease.",5
https://eacc.go.ke/en/default/feed/eacc-and-bungoma-county-leadership-unite-to-champion-integrity-in-public-service,EACC urges counties to refrain from graft for devolution to prosper - EACC,,"EACC urges counties to refrain from graft for devolution to prosper
24 June 2025: The Ethics and Anti-Corruption Commission (EACC) has urged senior officials from the County Government of Bungoma to lead the fight against corruption by upholding integrity, transparency, and accountability in public service.
This call was made during the opening of a three-day Integrity and Anti-Corruption Workshop for its top leadership happening in Kisumu. Delivering remarks on behalf of EACC Secretary/CEO Mr. Abdi Mohamud, Western Regional Manager Mr. Eric Ngumbi commended Bungoma County for its ongoing efforts to strengthen governance. He urged county officials to cooperate fully with EACC investigations.
In his speech, Mr. Mohamud commended the County Government of Bungoma for proactively engaging the Commission to strengthen internal controls, describing the initiative as a “crucial step in the collective fight against corruption.” He highlighted persistent challenges facing county governments, including conflict of interest, payroll fraud, fictitious payments, and asset misappropriation, all of which continue to hinder the success of devolution.
“Reports from the Auditor General and other oversight bodies have persistently flagged malpractices within counties. Bungoma is not immune. That is why this training is timely,” Mr. Mohamud stated.
He outlined EACC’s current strategic priorities, including monitoring of capital-intensive projects, asset recovery, anti-bribery campaigns, collaboration with oversight institutions, and enhanced public awareness initiatives. Mr. Mohamud also reminded county officials of their legal obligation to cooperate with EACC investigations, warning that obstruction of justice, such as failure to submit requested documents, is a criminal offence.
The Commission further cautioned public officers against last-minute irregular payments and the creation of fictitious pending bills as the 2024/2025 financial year draws to a close. Any officer found culpable would be held personally accountable. Bungoma Governor Kenneth Lusaka echoed the Commission’s sentiments, reaffirming his administration’s commitment to ethical governance. “This workshop comes at a critical time when our citizens demand accountability and prudent use of public resources,” he said. “There is no place for corruption, favouritism, or negligence in this administration.”
Governor Lusaka thanked EACC for organizing the workshop and called on senior county officials, including CECs, Chief Officers, and County Public Service Board members, to fully engage in the sessions. He emphasized that Chapter Six of the Constitution must serve not just as a legal framework but as a moral compass in leadership.
“The fight against corruption starts with individual conduct and leadership choices,” Lusaka noted. “I urge you all to walk with me on this path of integrity and help position Bungoma as a model county for accountability.”
The workshop, which concludes on Thursday, 26th June 2025, aims to bolster compliance with leadership and integrity laws and foster a culture of ethical governance across the county.",15
https://eacc.go.ke/en/default/feed/two-public-officers-arrested-for-diversion-of-county-revenue,Two public officers arrested for diversion of county revenue - EACC,,"Two public officers arrested for diversion of county revenue
24:01:2024: The Ethics and Anti-Corruption has arrested two officials of the Nairobi City County for involvement in diversion of county revenue.
Daniel Odidi Ganje, the officer in charge of data at St. Peter Cleavers Revenue offices in Starehe Sub-County, and John Gachagua Mburu, a student at a local university attached to the same office were apprehended on 18th January.
They are accused of manipulating the Nairobi City County revenue portal to fraudulently reflect payments not made to the County. The two had asked a client who wanted to pay annual parking fees amounting to Kes 45,000 for his commercial vehicles to deposit the money into a private account belonging to a co-conspirator, John Gachagua. In exchange, he would be allowed to pay a lesser amount.
To confirm to the client that it was possible to help him escape full payment if he agreed to the deal, the suspects entered the registration details of his vehicles into the revenue portal, which indicated that he had paid. The client, who later reported the matter, was able to verify full-year payment in the portal without having deposited any amount.
Diversion of revenue is entrenched in several county governments, making the devolved units not meet their revenue targets. It is for this, among other factors, that some county governments are performing poorer than municipalities that existed before them.
The county officials were released today pending completion of investigations. Mr. Ganje was released on a cash bail of Kes50, 000 and his younger accomplice, on compellence. They will report to the Commission for further directions on 6th February 2024.",9
https://eacc.go.ke/en/default/news-updates/,News & Updates - EACC,,"Ethics and Anti-Corruption Commission gathers information on corruption occurring in Government and the public Sector from a variety of sources. These sources include members of the public, heads of government departments and agencies, officials working in both the public and private sectors and the media.
The reports can be made at the EACC headquarter (Integrity Center), our regional offices and all Huduma Centers countrywide.",5
https://immigration.go.ke/articles/,Articles – Directorate of Immigration Services,,"The government has commenced issuing national ID cards to Kenya Certificate of Secondary Education (KCSE) candidates, a significant step in ensuring seamless transitions for students pursuing higher education and other opportunities. Immigration and Citizens Services PS Julius Bitok officially launched the initiative at Ngomeni Secondary School in Kilifi, targeting over 900,000 Form Four students. He…
Read articleWe were privileged today to register the Chief of Staff and Head of Public Service , Felix Koskei ,and Principal Secretaries for the issuance of Maisha Card IDs. The service was hosted by Julius Kibet Bitok PS Immigration and conducted by the National Registration Bureau on the side-line of a meeting of senior government officials…
Read articleToday marks a significant milestone in enhancing government efficiency and transparency with the launch of the Presidential Directives Management Information System (PDMIS) and Foreign Travel Information Management System (FOTIMS). Immigration PS Julius Kibet Bitok joins DP H.E. Rigathi Gachagua, EGH in spearheading this new chapter in public service management. #PDMIS #FOTIMS #Governance The PDMIS and…
Read articlePS Julius Kibet Bitok has today held an interactive meeting with all Regional and County Commissioners as the government embarks on a nationwide campaign on the new regulations on registration of persons that will be anchored on the Maisha Namba ecosystem. We encourage you to join the conversation, understand the benefits of the Maisha Namba,…
Read articleBy sustaining a regular supply of passport booklets and other essential materials for printing and issuance of vital registration documents, we are drastically reducing the waiting time for our services. This evening, PS Julius Kibet Bitok and Director-General of Immigration Evelyn Cheluget flanked by other senior staff witnessed the delivery of 100,000 passport booklets
Read articleClient experience To enhance client experiences, the department has in place an innovative communication section that manages client queries in a timely manner. One of the innovations that have led to massive reduction in the previously existing passport issuance backlog was a countrywide Rapid Result Initiative (RRI) that yielded an issuance of …… passports. Another…
Read articleFor efficient passport production, the government through the Directorate has ensured sufficient stocks of passport booklets and in addition to the existing printing machines, the Directorate acquired new modern high capacity printers with a printing capacity of 5000 booklets per day. Moreover, for efficiency, the Directorate has recently recruited 300 Immigration officers who will be…
Read article",10
https://immigration.go.ke/citizenship-section/,Citizenship – Directorate of Immigration Services,,"Citizenship
The Constitution of Kenya 2010 which was promulgated on the 27th August, 2010 gives prominence to the Sovereignty of the people (chapter 1), the Republic and the Territory of Kenya (Chapter 2) and issues of Citizenship (Chapter 3). The Kenya Citizenship and Immigration Act, 2011 which implements Chapter 3 of the Constitution commenced on 30th August 2011, which effectively repealed the Kenya Citizenship Act Cap. 170, the Immigration Act Cap. 172 and the Aliens Restriction Act, Cap. 173, Laws of Kenya.
Legal Mandate
Citizenship section derives its mandate from the following legal instruments: –
- The Constitution of Kenya 2010
- The Kenya Citizenship and Immigration act 2011
- The Kenya citizens and Foreign nationals Management Service act 2011
- The Kenya Citizenship and immigration Regulations,2012 and
- Government Circulars
Who can become a citizen
Kenya Citizenship is conferred by the constitution and is acquired by:
- Birth
- Registration Citizenship by Presumption for Foundlings.
- Citizenship by birth: Sec 6 of the Kenya citizenship and immigration act and Article 14 of the Constitution of Kenya as read together with clause 30 of the Sixth Schedule of the 2010 Constitution. States Kenyan by birth as follows:-
 A person is a citizen by birth if on the day of the person`s birth, whether or not the person is born in Kenya, either the mother or father of the person is or was at the date of his or her birth; one of the parents is or was a citizen of Kenya.
Citizenship by registration;
There are two categories of Citizenship by registration; –
- Those who are entitled e.g. Regaining, Citizenship by marriage, Child of a Kenyan citizen by registration, and Child adopted by a Kenyan citizen.
- Those who are eligible e.g. Widows/Widowers, Lawful Resident, Stateless Persons, Migrants, Descendants of stateless Persons and Migrants.
- Citizenship by Presumption for Foundlings.
 Article 14 (4) of the COK and Sec 9 (1) of the KCIA defines Citizenship by presumption as
 A child found in Kenya who is, or appears to be, less than eight years of age, and whose nationality and parents are not known, is presumed to be a Citizen by birth.
Functions of Citizenship Section: -
- Processing of Kenya citizenship applications which include lawful residents, spouses of Kenyan citizens, children of registered Kenyans, widows/widowers, migrants, stateless persons and their descendants.
- Processing and registering of voluntary renunciation of Kenya Citizenship.
- Processing and registering dual citizenship disclosures.
- Processing and registering applications to regain Kenya Citizenship and
- Issuance and dispatch of citizenship certificates of registration to the applicants.
- Interacting and providing information about the clients’ citizenship applications.
- Resolving and giving feedback to clients regarding their applications
Miscellaneous Services:-
Duplicate Certificate fee 5,000
Storage Charge for certificates fee 2,000 per Month
not collected within three (3) months of notification",8
https://ke.linkedin.com/company/public-service-commission-kenya,Public Service Commission - Kenya | LinkedIn,"Public Service Commission - Kenya | 131,530 followers on LinkedIn. The Official Page of the Public Service Commission of Kenya (PSC) | Public Service Commission is an independent Commission established under Article 233, of the 2010 constitution of Kenya. The mandate of the Commission is spelt out in Articles 234, 155(3)(a), 158(2)(3) and (4), 171(2), 230(2)(b) and 236 of the Constitution. This includes establishment and abolition of offices, provision of competent human resource, promotion of good governance and ensuring efficiency and effectiveness in the provision of quality services in the public service.","UPDATE: PSC to Launch Nationwide Sensitization on National Values and Principles of Public Service The Public Service Commission (PSC) will roll out a nationwide sensitization programme aimed at promoting the implementation of the National Values and Principles of Governance, as well as the Values and Principles of Public Service. The announcement was made by PSC Commissioner Dr. Francis Owino during a live interview on KBC English Service on 9 July 2026. ""The Commission is mandated to promote the National Values and Principles enshrined in Articles 10 and 232 of the Constitution. We want these values to move beyond being constitutional provisions and become a way of life across the public service,"" said Dr. Owino. He noted that although significant progress has been made in mainstreaming constitutional values within public institutions, there is still a need to deepen awareness, understanding and practical application of these principles across government. The sensitization programme will target Ministries, State Departments and Agencies (MDAs), Semi-Autonomous Government Agencies (SAGAs), Technical and Vocational Education and Training (TVET) institutions, as well as professional bodies. As part of the initiative, the Commission will identify and train Value Champions who will lead and promote the implementation of constitutional values within their respective institutions. Commissioner Owino further revealed that the Commission is collaborating with stakeholders in the education sector to ensure that values such as patriotism, integrity, inclusiveness, transparency, accountability and good governance are nurtured from an early age, helping to build a values-driven society and ethical public service. Public Service Commission is constitutionally mandated to promote the National Values and Principles of Governance under Article 10 and the Values and Principles of Public Service under Article 232 of the Constitution. The Commission also monitors, evaluates and reports on compliance with these constitutional values across public institutions, with the aim of fostering an ethical, accountable, citizen-centred and high-performing public service.
- 
                  
                  +2",5
https://publicservice.go.ke,Public Service Commission - Public Service Commission,,"Citizen-Centric Public Service
possibilities with our internship and job
placement programs.
Efficient, Effective, Ethical & Inclusive
Public Service for Delivery
of Quality Services to the Citizenry
meet the evolving needs of citizens and uphold
the highest standards of public service.
Diversity, Inclusivity & Equity,
Accountability & Transparency
Responsiveness Teamwork
the needs of the public while maintaining the highest standards
of integrity and accountability.
Incident of Corruption
And Unethical Conduct
Here !!
Job Placements, Promotions, Approval of Instruments or Advisory
Services Free of Charge
money in exchange for our services such as shortlisting
for advertised jobs, appointment, promotion, and disciplinary
matters or appeals. The Commission provides services free of charge
with Integrity
possibilities with our internship and job
placement programs.
Citizen-Centric Public Service
explore a world of possibilities
with our internship and job
placement programs.
Effective, Ethical & Inclusive
Public Service for Delivery
of Quality Services to the Citizenry
meet the evolving needs of citizens and uphold
the highest standards of public service.
Diversity, Inclusivity & Equity,
Accountability & Transparency
Responsiveness Teamwork
understanding and meeting the needs
of the public while maintaining the highest
standards of integrity and accountability.
Incident of Corruption
And Unethical Conduct
Here !!
WELCOME TO PUBLIC SERVICE COMMISSION
Who We Are
The Public Service Commission is a Constitutional Commission established under Article 233(1) of the Constitution. It consists of a Chairperson, Vice Chairperson and seven Commissioners appointed by the President with the approval of the National Assembly. Our core values are;
News Updates
- All Posts
- News Updates
- Latest News
WELCOME TO PUBLIC SERVICE COMMISSION
Who We Are
The Public Service Commission is a Constitutional Commission established under Article 233(1) of the Constitution. It consists of a Chairperson, Vice Chairperson and seven Commissioners appointed by the President with the approval of the National Assembly. Our core values are;
Upcoming Events
Explore Other Government Programmes & Opportunities
Youth Empowerment Programmes
Key Government 
 Internships
Our Partners
We value partnerships that drive innovation, collaboration and excellence in public service. Together, we can create impactful solutions, empower communities and shape a brighter future",6
